"filename","cost","incidence","replicate","tau","vhi","alpha","expt"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_75",10191.5708812261,8,75,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_77",26647.509578544,30,77,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_78",12796.9348659004,23,78,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_8",2063.79310344828,8,8,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_80",73403.6717752235,115,80,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_81",6103.44827586206,8,81,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_82",419895.561941252,641,82,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_83",878.08429118774,15,83,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_84",1595.78544061303,7,84,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_85",82263.6015325671,32,85,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_86",93747967.6430396,139799,86,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_87",11369458.8754789,23813,87,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_88",13860.5363984674,33,88,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_89",21043.3588761175,38,89,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_9",3879.31034482758,31,9,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_90",13213.601532567,30,90,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_91",13431.8007662835,8,91,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_92",1551.72413793103,7,92,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_93",65319434.1902938,96196,93,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_94",170920.549808429,114,94,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_95",3157.08812260536,33,95,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_96",111156215.971903,159177,96,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_97",51039.4636015325,42,97,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_98",3175.86206896552,58,98,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_05/replicate_99",161256.040868455,115,99,0.5,75,5,"tau_0.5_vhi_75_alpha_vacc_05"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_10",236233954.997446,392260,10,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_100",3678.16091954024,9,100,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_101",13647.5095785441,8,101,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_102",398767687.51341,625488,102,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_103",35575.4597701149,140,103,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_104",1104452.22924649,1750,104,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_105",6614.55938697317,9,105,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_106",5694.3601532567,25,106,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_107",44719016.4259259,98749,107,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_108",132699.242656449,129,108,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_109",567021.047254151,1247,109,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_11",249012.24137931,840,11,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_110",4215879.10536399,10324,110,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_111",6052.10727969349,9,111,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_112",804450.116219668,1867,112,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_113",1877.39463601533,8,113,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_114",6823.10344827584,8,114,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_115",11150.1915708812,8,115,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_116",12743.1673052363,22,116,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_117",13304.9808429119,32,117,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_118",164783.122605364,205,118,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_119",971132.159003831,1671,119,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_12",306692893.724138,493362,12,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_120",3823.75478927204,24,120,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_121",24840.9961685824,49,121,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_123",79516.2835249043,145,123,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_124",2352173.66475096,4684,124,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_125",10875,8,125,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_126",10795.0191570881,22,126,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_127",0,8,127,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_128",403308.353128991,821,128,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_13",2816670.75159642,8011,13,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_130",9032645.11621967,20319,130,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_131",11162.196679438,8,131,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_132",2480.84291187739,9,132,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_133",7473651.92848021,17051,133,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_134",12664.1123882503,31,134,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_135",30085084.3090677,60737,135,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_136",0,7,136,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_137",0,7,137,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_138",26841286.8920817,55836,138,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_139",98272.5906768837,140,139,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_14",29973.6008939974,66,14,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_140",25122128.0383142,54110,140,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_141",5458554.13473819,10678,141,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_142",751185.30715198,1197,142,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_143",5893.6398467433,25,143,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_144",11301458.4936143,22389,144,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_145",161468733.331418,301681,145,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_146",47208529.385696,102575,146,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_147",11854.5977011494,32,147,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_148",10942793.6832695,21339,148,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_149",45531.9923371648,48,149,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_15",852030.326947637,1654,15,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_150",3737.5478927203,48,150,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_151",182523.104086846,471,151,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_152",54484509.0676884,101262,152,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_153",1109488.40868455,2782,153,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_154",32935155.7586207,55464,154,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_155",81843955.3697318,170496,155,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_156",13474.9297573436,78,156,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_157",6291.18773946361,16,157,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_158",10036.7816091954,17,158,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_159",43372.4137931035,78,159,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_16",3402.87356321839,8,16,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_160",19525.6704980843,25,160,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_161",28658566.7247765,61314,161,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_162",18373926.2324393,39100,162,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_163",0,14,163,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_164",244306.966794381,433,164,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_165",1481.37931034483,25,165,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_167",6345.5938697318,14,167,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_168",17544400.6430396,37669,168,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_169",0,9,169,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_17",2754313.30523627,6742,17,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_170",1185005.23690932,1802,170,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_171",770949.886334611,1826,171,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_172",11607.2796934866,7,172,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_173",38075.6960408685,218,173,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_174",42567883.4316731,80755,174,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_175",165463.665389527,327,175,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_176",6536.7816091954,8,176,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_177",16483.5249042145,36,177,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
"/gpfs/gpfs0/project/bii_nssac/COVID-19_USA_EpiHiper/rivanna/20220707-measles/exp1/tau_0.5_vhi_75_alpha_vacc_15/replicate_178",15095.785440613,8,178,0.5,75,15,"tau_0.5_vhi_75_alpha_vacc_15"
